,date,code,kind_of_trade,turnover
369,4/1/2009,WZ08-4724,"Retail sale of bread	cakes	flour a. sugar confect.",107
370,4/1/2009,WZ08-47722,Retail sale of leather goods and luggage,59.3
371,4/1/2009,WZ08-47591,Retail sale of furniture,89.9
372,4/1/2009,WZ08-4752-01,"Retail sale of furniture	furnishings	hh.equip.etc.",101.2
373,4/1/2009,WZ08-47783,"Retail sale of art	pictures	craftwork	stamps etc.",81.2
374,4/1/2009,WZ08-4771,Retail sale of clothing,99.1
375,4/1/2009,WZ08-47111,"Retail sale of food	bev.	tob. in non-spec. stores",88.3
376,4/1/2009,WZ08-475,Retail sale of other household equipment,100.6
377,4/1/2009,WZ08-4721,Retail sale of fruit and vegetables,100.3
378,4/1/2009,WZ08-4791,Retail sale via mail order houses or via Internet,57.9
379,4/1/2009,WZ08-4743,Retail sale of audio and video equipment,87
380,5/1/2009,WZ08-4711,Retail sale in non-spec. stores with food etc.,87.7
381,5/1/2009,WZ08-47782,"Retail sale of photographic	 optical equip. etc.",117.9
382,5/1/2009,WZ08-47911,"Retail sale of textiles etc. v.mail order	Internet",56.4
383,5/1/2009,WZ08-4726,Retail sale of tobacco products,88.8
384,5/1/2009,WZ08-47799,Retail sale of other second-hand goods in stores,145.8
385,5/1/2009,WZ08-4759,"Retail sale of furniture	 lighting equipment etc.",82.6
386,5/1/2009,WZ08-4771,Retail sale of clothing,88.8
387,5/1/2009,WZ08-4754,Retail sale of electrical household appliances,82.9
388,5/1/2009,WZ08-4751-01,"Retail sale of textiles	 clothing and footwear",90.5
389,5/1/2009,WZ08-4778,Other retail sale of new goods,96.7
390,5/1/2009,WZ08-47789,Other retail sale of new goods,125.8
391,5/1/2009,WZ08-471-03,Retail trade in its more narrow definition,87.2
392,5/1/2009,WZ08-47781,Activities of opticians,85.7
393,5/1/2009,WZ08-471-02,Retail trade in the traditional sense,76.5
394,5/1/2009,WZ08-4765,Retail sale of games and toys,70.6
395,5/1/2009,WZ08-47761,"Retail sale of flowers	 plants	 seeds	 fertilisers",180.4
396,5/1/2009,WZ08-47591,Retail sale of furniture,82.6
397,5/1/2009,WZ08-47301,Retail sale on behalf of others of automotive fuel,98.5
398,5/1/2009,WZ08-4752-01,"Retail sale of furniture	furnishings	hh.equip.etc.",94.4
399,5/1/2009,WZ08-4743-01,"Retail sale of furnishings	 household equip. etc.",93.8
400,5/1/2009,WZ08-47792,Retail sale in second-hand bookstores in stores,229.4
401,5/1/2009,WZ08-47111,"Retail sale of food	bev.	tob. in non-spec. stores",84.7
402,5/1/2009,WZ08-472,"Retail sale of food	 beverages and tobacco",96.5
403,5/1/2009,WZ08-4741-01,Retail sale of books and stationery,95
404,5/1/2009,WZ08-4719,Other retail sale in non-specialised stores,102.9
405,5/1/2009,WZ08-47191,Retail sale in non-specialised stores (ex. food),91.7
406,5/1/2009,WZ08-475,Retail sale of other household equipment,94
407,5/1/2009,WZ08-47599,Retail sale of household articles n.e.c.,86.6
408,5/1/2009,WZ08-47593,Retail sale of musical instruments and scores,78.2
409,5/1/2009,WZ08-47762,"Retail sale of live animals	 animal food etc.",83
410,5/1/2009,WZ08-47622,"Retail sale of stationery	school a.office supplies",91.1
411,5/1/2009,WZ08-471-04,"Retail trade	 except retail sale of fuels",86.3
412,5/1/2009,WZ08-4773,Dispensing chemist,77.5
413,5/1/2009,WZ08-4772,Retail sale of footwear and leather goods,94.3
414,5/1/2009,WZ08-47-02,"Retail trade	 except motor trade and sale of fuel",86
415,5/1/2009,WZ08-476,Retail sale of cultural and recreation goods,87.3
416,5/1/2009,WZ08-45-01,Motor trade and retail trade,76.5
417,5/1/2009,WZ08-474-01,"Retail sale of furniture	 HiFi and IT",91.4
418,5/1/2009,WZ08-47783,"Retail sale of art	pictures	craftwork	stamps etc.",86.1
419,5/1/2009,WZ08-471,Retail sale in non-specialised stores,88.6
420,5/1/2009,WZ08-47721,Retail sale of footwear,98.2
421,5/1/2009,WZ08-4719-02,Retail sale of non-food,84.9
422,5/1/2009,WZ08-4762,Retail sale of newspapers and stationery,90.8
423,5/1/2009,WZ08-4782,"Retail sale v.stalls	markets of text.	cloth.	foot.",115.2
424,5/1/2009,WZ08-4742,Retail sale of telecommunications equipment,70.3
425,5/1/2009,WZ08-47521,Retail sale of hardware and plastic products,96.3
426,5/1/2009,WZ08-4711-02,Retail sale of food,88.4
427,5/1/2009,WZ08-4761,Retail sale of books,91.5
428,5/1/2009,WZ08-4724,"Retail sale of bread	cakes	flour a. sugar confect.",103.8
429,5/1/2009,WZ08-4711-01,"Retail sale of food	 except retail sale via stalls",88.3
430,5/1/2009,WZ08-4779,Retail sale of second-hand goods in stores,155.5
431,5/1/2009,WZ08-478,Retail sale via stalls and markets,112
432,5/1/2009,WZ08-4721,Retail sale of fruit and vegetables,106.5
433,5/1/2009,WZ08-4729,Other retail sale of food,80
434,5/1/2009,WZ08-4752,"Retail sale of hardware	 paints and glass",114
435,5/1/2009,WZ08-47592,Retail sale of china and glassware,79.7
436,5/1/2009,WZ08-4764,Retail sale of sporting equipment,89.8
437,5/1/2009,WZ08-4741,"Retail sale of computers	peripheral units	software",75.3
438,5/1/2009,WZ08-47621,"Retail sale of newspapers	 journals	 periodicals",90.2
439,5/1/2009,WZ08-4776,"Retail sale of flowers	plants	seeds	fertil.	anim.",146.3
440,5/1/2009,WZ08-47523,"Retail sale of paints	varnishes	building material",116.3
441,5/1/2009,WZ08-4751-02,"Retail sale of textiles	clothing	footwear	leather",89.9
442,5/1/2009,WZ08-47722,Retail sale of leather goods and luggage,62.8
443,5/1/2009,WZ08-4730,Retail sale of automotive fuel,94.3
444,5/1/2009,WZ08-4743,Retail sale of audio and video equipment,88.1
445,5/1/2009,WZ08-4799,"Other retail sale not in stores	 stalls or markets",79.9
446,5/1/2009,WZ08-4789,Retail sale via stalls and markets of other goods,89
447,5/1/2009,WZ08-474,Retail sale of information a. communication equip.,83
448,5/1/2009,WZ08-479,"Retail trade not in stores	 stalls or markets",57.7
449,5/1/2009,WZ08-4723,"Retail sale of fish	 crustaceans and molluscs",113.2
450,5/1/2009,WZ08-47791,Retail sale of antiques and antique rugs in stores,186.3
451,5/1/2009,WZ08-4773-01,"Dispensing chemist	retail sale of medic. goods etc",78.7
452,5/1/2009,WZ08-4722,Retail sale of meat and meat products,103.8
453,5/1/2009,WZ08-47919,Other retail sale v. mail order houses or Internet,58.2
454,5/1/2009,WZ08-473,Retail sale of automotive fuel,94.3
455,5/1/2009,WZ08-47642,Retail sale of sports a. camping goods (ex. camp.),76.7
456,5/1/2009,WZ08-47991,Retail sale of fuels from stock,78.2
457,5/1/2009,WZ08-47641,"Retail sale of bicycles	 their parts and access.",106.8
458,5/1/2009,WZ08-4753,"Retail sale of carpets	 rugs	 wall a. floor cover.",82.4
459,5/1/2009,WZ08-47112,Other retail sale in non-spec.stores with food etc,102.2
460,5/1/2009,WZ08-4719-01,Retail sale of non-food (incl. markets of food),84.6
461,5/1/2009,WZ08-4763,Retail sale of music and video recordings,97
462,5/1/2009,WZ08-47302,Retail sale of private-brand automotive fuel,87.2
463,5/1/2009,WZ08-4774,Retail sale of medical and orthopaedic goods,70.3
464,5/1/2009,WZ08-47,"Retail trade	 except motor vehicles a. motorcycles",86.3
465,5/1/2009,WZ08-477,Retail sale of other goods,87.7
466,5/1/2009,WZ08-4775,Retail sale of cosmetic and toilet articles,87.2
467,5/1/2009,WZ08-4777,Retail sale of watches and jewellery,83.6
468,5/1/2009,WZ08-4781,"Retail sale via stalls	 markets of food	bev.	tob.",114
469,5/1/2009,WZ08-47999,Other retail sale not in stores n.e.c.,85.5
470,5/1/2009,WZ08-4751,Retail sale of textiles,89
471,5/1/2009,WZ08-4791,Retail sale via mail order houses or via Internet,55.8
472,5/1/2009,WZ08-4725,Retail sale of beverages,96.6
473,5/1/2009,WZ08-471-01,Retail trade in-store,89.1
474,5/1/2009,WZ08-47192,Retail sale in non-spec.stores with non-food pred.,105.9
475,6/1/2009,WZ08-4752-01,"Retail sale of furniture	furnishings	hh.equip.etc.",89.9
476,6/1/2009,WZ08-47192,Retail sale in non-spec.stores with non-food pred.,102.3
477,6/1/2009,WZ08-45-01,Motor trade and retail trade,76.5
478,6/1/2009,WZ08-4743,Retail sale of audio and video equipment,94.8
479,6/1/2009,WZ08-4724,"Retail sale of bread	cakes	flour a. sugar confect.",99.3
480,6/1/2009,WZ08-47641,"Retail sale of bicycles	 their parts and access.",97.8
481,6/1/2009,WZ08-47521,Retail sale of hardware and plastic products,98.6
482,6/1/2009,WZ08-4741-01,Retail sale of books and stationery,89.7
483,6/1/2009,WZ08-471-02,Retail trade in the traditional sense,76.5
484,6/1/2009,WZ08-4742,Retail sale of telecommunications equipment,68.8
485,6/1/2009,WZ08-4762,Retail sale of newspapers and stationery,94.3
486,6/1/2009,WZ08-4723,"Retail sale of fish	 crustaceans and molluscs",113.6
487,6/1/2009,WZ08-4781,"Retail sale via stalls	 markets of food	bev.	tob.",110
488,6/1/2009,WZ08-471,Retail sale in non-specialised stores,84
489,6/1/2009,WZ08-47301,Retail sale on behalf of others of automotive fuel,95
490,6/1/2009,WZ08-47302,Retail sale of private-brand automotive fuel,88.4
491,6/1/2009,WZ08-47762,"Retail sale of live animals	 animal food etc.",77
492,6/1/2009,WZ08-47523,"Retail sale of paints	varnishes	building material",102.2
493,6/1/2009,WZ08-47781,Activities of opticians,84.1
494,6/1/2009,WZ08-4751,Retail sale of textiles,87.9
495,6/1/2009,WZ08-4778,Other retail sale of new goods,97.6
496,6/1/2009,WZ08-4777,Retail sale of watches and jewellery,82.1
497,6/1/2009,WZ08-4754,Retail sale of electrical household appliances,89.6
498,6/1/2009,WZ08-473,Retail sale of automotive fuel,92.8
499,6/1/2009,WZ08-47111,"Retail sale of food	bev.	tob. in non-spec. stores",80.5
500,6/1/2009,WZ08-47789,Other retail sale of new goods,129.5
501,6/1/2009,WZ08-478,Retail sale via stalls and markets,106.3
502,6/1/2009,WZ08-4752,"Retail sale of hardware	 paints and glass",101.9
503,6/1/2009,WZ08-47621,"Retail sale of newspapers	 journals	 periodicals",91
504,6/1/2009,WZ08-475,Retail sale of other household equipment,89.9
505,6/1/2009,WZ08-4730,Retail sale of automotive fuel,92.8
506,6/1/2009,WZ08-47593,Retail sale of musical instruments and scores,86.7
507,6/1/2009,WZ08-471-04,"Retail trade	 except retail sale of fuels",82.9
508,6/1/2009,WZ08-4799,"Other retail sale not in stores	 stalls or markets",81.6
509,6/1/2009,WZ08-479,"Retail trade not in stores	 stalls or markets",56.4
510,6/1/2009,WZ08-4721,Retail sale of fruit and vegetables,101
511,6/1/2009,WZ08-476,Retail sale of cultural and recreation goods,88.1
512,6/1/2009,WZ08-47991,Retail sale of fuels from stock,77.1
513,6/1/2009,WZ08-47761,"Retail sale of flowers	 plants	 seeds	 fertilisers",118.8
514,6/1/2009,WZ08-474,Retail sale of information a. communication equip.,88.5
515,6/1/2009,WZ08-471-03,Retail trade in its more narrow definition,83.2
516,6/1/2009,WZ08-4765,Retail sale of games and toys,71.4
517,6/1/2009,WZ08-47-02,"Retail trade	 except motor trade and sale of fuel",82.6
518,6/1/2009,WZ08-4722,Retail sale of meat and meat products,96.8
519,6/1/2009,WZ08-4764,Retail sale of sporting equipment,88.4
520,6/1/2009,WZ08-47791,Retail sale of antiques and antique rugs in stores,439.9
521,6/1/2009,WZ08-4761,Retail sale of books,93.7
522,6/1/2009,WZ08-4743-01,"Retail sale of furnishings	 household equip. etc.",91.2
523,6/1/2009,WZ08-4711-01,"Retail sale of food	 except retail sale via stalls",83.8
524,6/1/2009,WZ08-4753,"Retail sale of carpets	 rugs	 wall a. floor cover.",85.3
525,6/1/2009,WZ08-47622,"Retail sale of stationery	school a.office supplies",96.3
526,6/1/2009,WZ08-47722,Retail sale of leather goods and luggage,62.3
527,6/1/2009,WZ08-47112,Other retail sale in non-spec.stores with food etc,95.4
528,6/1/2009,WZ08-4763,Retail sale of music and video recordings,107.4
529,6/1/2009,WZ08-4775,Retail sale of cosmetic and toilet articles,85.5
530,6/1/2009,WZ08-4774,Retail sale of medical and orthopaedic goods,73
531,6/1/2009,WZ08-4779,Retail sale of second-hand goods in stores,231.4
532,6/1/2009,WZ08-471-01,Retail trade in-store,85.6
533,6/1/2009,WZ08-4751-02,"Retail sale of textiles	clothing	footwear	leather",82.4
534,6/1/2009,WZ08-4725,Retail sale of beverages,97.3
535,6/1/2009,WZ08-4776,"Retail sale of flowers	plants	seeds	fertil.	anim.",104.1
536,6/1/2009,WZ08-4719-01,Retail sale of non-food (incl. markets of food),82
537,6/1/2009,WZ08-47591,Retail sale of furniture,81.5
538,6/1/2009,WZ08-4729,Other retail sale of food,76.1
539,6/1/2009,WZ08-47792,Retail sale in second-hand bookstores in stores,212.8
540,6/1/2009,WZ08-47642,Retail sale of sports a. camping goods (ex. camp.),81.2
541,6/1/2009,WZ08-4751-01,"Retail sale of textiles	 clothing and footwear",82.8
542,6/1/2009,WZ08-47782,"Retail sale of photographic	 optical equip. etc.",125.5
543,6/1/2009,WZ08-47,"Retail trade	 except motor vehicles a. motorcycles",82.9
544,6/1/2009,WZ08-4771,Retail sale of clothing,81.3
545,6/1/2009,WZ08-477,Retail sale of other goods,84
546,6/1/2009,WZ08-4773,Dispensing chemist,78.3
547,6/1/2009,WZ08-4726,Retail sale of tobacco products,86.5
548,6/1/2009,WZ08-47999,Other retail sale not in stores n.e.c.,93.9
549,6/1/2009,WZ08-4711-02,Retail sale of food,83.8
550,6/1/2009,WZ08-4791,Retail sale via mail order houses or via Internet,53.2
551,6/1/2009,WZ08-47721,Retail sale of footwear,88.2
552,6/1/2009,WZ08-4711,Retail sale in non-spec. stores with food etc.,83
553,6/1/2009,WZ08-47191,Retail sale in non-specialised stores (ex. food),90
554,6/1/2009,WZ08-4759,"Retail sale of furniture	 lighting equipment etc.",81.9
555,6/1/2009,WZ08-47599,Retail sale of household articles n.e.c.,81.8
556,6/1/2009,WZ08-4773-01,"Dispensing chemist	retail sale of medic. goods etc",79.3
557,6/1/2009,WZ08-4719,Other retail sale in non-specialised stores,99.6
558,6/1/2009,WZ08-474-01,"Retail sale of furniture	 HiFi and IT",89.6
559,6/1/2009,WZ08-47911,"Retail sale of textiles etc. v.mail order	Internet",55.4
560,6/1/2009,WZ08-4789,Retail sale via stalls and markets of other goods,76.1
561,6/1/2009,WZ08-47799,Retail sale of other second-hand goods in stores,138.3
562,6/1/2009,WZ08-472,"Retail sale of food	 beverages and tobacco",94
563,6/1/2009,WZ08-47783,"Retail sale of art	pictures	craftwork	stamps etc.",87.3
564,6/1/2009,WZ08-4782,"Retail sale v.stalls	markets of text.	cloth.	foot.",102.2
565,6/1/2009,WZ08-47919,Other retail sale v. mail order houses or Internet,54.6
566,6/1/2009,WZ08-4719-02,Retail sale of non-food,82.4
567,6/1/2009,WZ08-4772,Retail sale of footwear and leather goods,85.5
568,6/1/2009,WZ08-4741,"Retail sale of computers	peripheral units	software",81.2
569,6/1/2009,WZ08-47592,Retail sale of china and glassware,86.1
570,7/1/2009,WZ08-4776,"Retail sale of flowers	plants	seeds	fertil.	anim.",96.6
571,7/1/2009,WZ08-47919,Other retail sale v. mail order houses or Internet,53.2
572,7/1/2009,WZ08-4791,Retail sale via mail order houses or via Internet,52.3
573,7/1/2009,WZ08-4721,Retail sale of fruit and vegetables,94.2
574,7/1/2009,WZ08-4773,Dispensing chemist,83.5
575,7/1/2009,WZ08-479,"Retail trade not in stores	 stalls or markets",56.6
576,7/1/2009,WZ08-4779,Retail sale of second-hand goods in stores,129.7
577,7/1/2009,WZ08-4781,"Retail sale via stalls	 markets of food	bev.	tob.",111.7
578,7/1/2009,WZ08-4752,"Retail sale of hardware	 paints and glass",106.9
579,7/1/2009,WZ08-47761,"Retail sale of flowers	 plants	 seeds	 fertilisers",106.5
580,7/1/2009,WZ08-47789,Other retail sale of new goods,132.3
581,7/1/2009,WZ08-4778,Other retail sale of new goods,99.2
582,7/1/2009,WZ08-4711-02,Retail sale of food,88
583,7/1/2009,WZ08-4711,Retail sale in non-spec. stores with food etc.,87
584,7/1/2009,WZ08-47599,Retail sale of household articles n.e.c.,86.1
585,7/1/2009,WZ08-47593,Retail sale of musical instruments and scores,81.7
586,7/1/2009,WZ08-4782,"Retail sale v.stalls	markets of text.	cloth.	foot.",104.9
587,7/1/2009,WZ08-472,"Retail sale of food	 beverages and tobacco",99.2
588,7/1/2009,WZ08-4763,Retail sale of music and video recordings,121
589,7/1/2009,WZ08-471-03,Retail trade in its more narrow definition,87.9
590,7/1/2009,WZ08-47781,Activities of opticians,90.2
591,7/1/2009,WZ08-47301,Retail sale on behalf of others of automotive fuel,97.5
592,7/1/2009,WZ08-4753,"Retail sale of carpets	 rugs	 wall a. floor cover.",92.1
593,7/1/2009,WZ08-4761,Retail sale of books,118.6
594,7/1/2009,WZ08-47641,"Retail sale of bicycles	 their parts and access.",98.5
595,7/1/2009,WZ08-47112,Other retail sale in non-spec.stores with food etc,101.9
596,7/1/2009,WZ08-4774,Retail sale of medical and orthopaedic goods,81.1
597,7/1/2009,WZ08-47521,Retail sale of hardware and plastic products,104.3
598,7/1/2009,WZ08-473,Retail sale of automotive fuel,95
599,7/1/2009,WZ08-4730,Retail sale of automotive fuel,95
600,7/1/2009,WZ08-4722,Retail sale of meat and meat products,100.1
601,7/1/2009,WZ08-47,"Retail trade	 except motor vehicles a. motorcycles",87.5
602,7/1/2009,WZ08-45-01,Motor trade and retail trade,76.5
603,7/1/2009,WZ08-4743-01,"Retail sale of furnishings	 household equip. etc.",95.3
604,7/1/2009,WZ08-474-01,"Retail sale of furniture	 HiFi and IT",94.9
605,7/1/2009,WZ08-476,Retail sale of cultural and recreation goods,98.6
606,7/1/2009,WZ08-477,Retail sale of other goods,89.5
607,7/1/2009,WZ08-4789,Retail sale via stalls and markets of other goods,70.2
608,7/1/2009,WZ08-4719,Other retail sale in non-specialised stores,109.2
609,7/1/2009,WZ08-47191,Retail sale in non-specialised stores (ex. food),97
610,7/1/2009,WZ08-4773-01,"Dispensing chemist	retail sale of medic. goods etc",85.1
611,7/1/2009,WZ08-47721,Retail sale of footwear,94
612,7/1/2009,WZ08-47591,Retail sale of furniture,85.7
613,7/1/2009,WZ08-4726,Retail sale of tobacco products,91.6
614,7/1/2009,WZ08-47722,Retail sale of leather goods and luggage,68.2
615,7/1/2009,WZ08-4751-01,"Retail sale of textiles	 clothing and footwear",91.4
616,7/1/2009,WZ08-471-02,Retail trade in the traditional sense,76.5
617,7/1/2009,WZ08-4742,Retail sale of telecommunications equipment,89.2
618,7/1/2009,WZ08-4741-01,Retail sale of books and stationery,96
619,7/1/2009,WZ08-4719-02,Retail sale of non-food,87.4
620,7/1/2009,WZ08-47999,Other retail sale not in stores n.e.c.,90.9
621,7/1/2009,WZ08-4772,Retail sale of footwear and leather goods,91.3
622,7/1/2009,WZ08-4741,"Retail sale of computers	peripheral units	software",92.5
623,7/1/2009,WZ08-4729,Other retail sale of food,80
624,7/1/2009,WZ08-4725,Retail sale of beverages,107.9
625,7/1/2009,WZ08-4719-01,Retail sale of non-food (incl. markets of food),87.1
626,7/1/2009,WZ08-4711-01,"Retail sale of food	 except retail sale via stalls",87.9
627,7/1/2009,WZ08-47792,Retail sale in second-hand bookstores in stores,172.9
