,date,code,kind_of_trade,turnover
15279,5/1/2022,WZ08-47911,"Retail sale of textiles etc. v.mail order	Internet",166.9
15280,5/1/2022,WZ08-47302,Retail sale of private-brand automotive fuel,188.5
15281,5/1/2022,WZ08-4773,Dispensing chemist,149.3
15282,5/1/2022,WZ08-472,"Retail sale of food	 beverages and tobacco",124.3
15283,5/1/2022,WZ08-4719-02,Retail sale of non-food,140.9
15284,5/1/2022,WZ08-4751-01,"Retail sale of textiles	 clothing and footwear",110.2
15285,5/1/2022,WZ08-47991,Retail sale of fuels from stock,179.8
15286,5/1/2022,WZ08-4752-01,"Retail sale of furniture	furnishings	hh.equip.etc.",133.2
15287,5/1/2022,WZ08-4743-01,"Retail sale of furnishings	 household equip. etc.",123.6
15288,5/1/2022,WZ08-47789,Other retail sale of new goods,168.3
15289,5/1/2022,WZ08-4754,Retail sale of electrical household appliances,108.5
15290,5/1/2022,WZ08-4799,"Other retail sale not in stores	 stalls or markets",156.8
15291,5/1/2022,WZ08-4724,"Retail sale of bread	cakes	flour a. sugar confect.",86.5
15292,5/1/2022,WZ08-479,"Retail trade not in stores	 stalls or markets",185.9
15293,5/1/2022,WZ08-47781,Activities of opticians,129.9
15294,5/1/2022,WZ08-4763,Retail sale of music and video recordings,89
15295,6/1/2022,WZ08-4772,Retail sale of footwear and leather goods,114.5
15296,6/1/2022,WZ08-4743-01,"Retail sale of furnishings	 household equip. etc.",112.2
15297,6/1/2022,WZ08-4725,Retail sale of beverages,137.9
15298,6/1/2022,WZ08-47521,Retail sale of hardware and plastic products,157.6
15299,6/1/2022,WZ08-471-03,Retail trade in its more narrow definition,127.9
15300,6/1/2022,WZ08-4741,"Retail sale of computers	peripheral units	software",102.8
15301,6/1/2022,WZ08-4779,Retail sale of second-hand goods in stores,111.1
15302,6/1/2022,WZ08-4759,"Retail sale of furniture	 lighting equipment etc.",104
15303,6/1/2022,WZ08-475,Retail sale of other household equipment,117.9
15304,6/1/2022,WZ08-4752-01,"Retail sale of furniture	furnishings	hh.equip.etc.",118.7
15305,6/1/2022,WZ08-47722,Retail sale of leather goods and luggage,162.2
15306,6/1/2022,WZ08-47911,"Retail sale of textiles etc. v.mail order	Internet",144.8
15307,6/1/2022,WZ08-47919,Other retail sale v. mail order houses or Internet,192.9
15308,6/1/2022,WZ08-47991,Retail sale of fuels from stock,160.7
15309,6/1/2022,WZ08-47621,"Retail sale of newspapers	 journals	 periodicals",103.8
15310,6/1/2022,WZ08-4762,Retail sale of newspapers and stationery,94.6
15311,6/1/2022,WZ08-47641,"Retail sale of bicycles	 their parts and access.",271.4
15312,6/1/2022,WZ08-4774,Retail sale of medical and orthopaedic goods,126.5
15313,6/1/2022,WZ08-47783,"Retail sale of art	pictures	craftwork	stamps etc.",244
15314,6/1/2022,WZ08-47302,Retail sale of private-brand automotive fuel,193.6
15315,6/1/2022,WZ08-47523,"Retail sale of paints	varnishes	building material",136.6
15316,6/1/2022,WZ08-4721,Retail sale of fruit and vegetables,164.8
15317,6/1/2022,WZ08-4742,Retail sale of telecommunications equipment,112.1
15318,6/1/2022,WZ08-47593,Retail sale of musical instruments and scores,86.6
15319,6/1/2022,WZ08-4778,Other retail sale of new goods,154.6
15320,6/1/2022,WZ08-4719-02,Retail sale of non-food,133.2
15321,6/1/2022,WZ08-4719,Other retail sale in non-specialised stores,100.7
15322,6/1/2022,WZ08-4765,Retail sale of games and toys,86.3
15323,6/1/2022,WZ08-47761,"Retail sale of flowers	 plants	 seeds	 fertilisers",128.9
15324,6/1/2022,WZ08-471,Retail sale in non-specialised stores,125.5
15325,6/1/2022,WZ08-47789,Other retail sale of new goods,145.9
15326,6/1/2022,WZ08-476,Retail sale of cultural and recreation goods,143.8
15327,6/1/2022,WZ08-478,Retail sale via stalls and markets,142.4
15328,6/1/2022,WZ08-477,Retail sale of other goods,131.3
15329,6/1/2022,WZ08-47592,Retail sale of china and glassware,101.8
15330,6/1/2022,WZ08-4782,"Retail sale v.stalls	markets of text.	cloth.	foot.",97.2
15331,6/1/2022,WZ08-4776,"Retail sale of flowers	plants	seeds	fertil.	anim.",132.7
15332,6/1/2022,WZ08-47999,Other retail sale not in stores n.e.c.,111.5
15333,6/1/2022,WZ08-4741-01,Retail sale of books and stationery,134
15334,6/1/2022,WZ08-47-02,"Retail trade	 except motor trade and sale of fuel",129.7
15335,6/1/2022,WZ08-4777,Retail sale of watches and jewellery,114.9
15336,6/1/2022,WZ08-47721,Retail sale of footwear,108.6
15337,6/1/2022,WZ08-4751,Retail sale of textiles,102.5
15338,6/1/2022,WZ08-479,"Retail trade not in stores	 stalls or markets",173.6
15339,6/1/2022,WZ08-45-01,Motor trade and retail trade,116.6
15340,6/1/2022,WZ08-4764,Retail sale of sporting equipment,205.6
15341,6/1/2022,WZ08-4791,Retail sale via mail order houses or via Internet,179.3
15342,6/1/2022,WZ08-47622,"Retail sale of stationery	school a.office supplies",83.9
15343,6/1/2022,WZ08-47781,Activities of opticians,126.8
15344,6/1/2022,WZ08-4761,Retail sale of books,55.5
15345,6/1/2022,WZ08-473,Retail sale of automotive fuel,173
15346,6/1/2022,WZ08-474,Retail sale of information a. communication equip.,92.1
15347,6/1/2022,WZ08-47591,Retail sale of furniture,105
15348,6/1/2022,WZ08-47,"Retail trade	 except motor vehicles a. motorcycles",130.7
15349,6/1/2022,WZ08-47191,Retail sale in non-specialised stores (ex. food),126.9
15350,6/1/2022,WZ08-47642,Retail sale of sports a. camping goods (ex. camp.),159.1
15351,6/1/2022,WZ08-4781,"Retail sale via stalls	 markets of food	bev.	tob.",150.8
15352,6/1/2022,WZ08-4789,Retail sale via stalls and markets of other goods,97.6
15353,6/1/2022,WZ08-472,"Retail sale of food	 beverages and tobacco",122.2
15354,6/1/2022,WZ08-47112,Other retail sale in non-spec.stores with food etc,95.4
15355,6/1/2022,WZ08-4773-01,"Dispensing chemist	retail sale of medic. goods etc",142.2
15356,6/1/2022,WZ08-47192,Retail sale in non-spec.stores with non-food pred.,92.1
15357,6/1/2022,WZ08-47111,"Retail sale of food	bev.	tob. in non-spec. stores",133.2
15358,6/1/2022,WZ08-4743,Retail sale of audio and video equipment,83.1
15359,6/1/2022,WZ08-47799,Retail sale of other second-hand goods in stores,131.5
15360,6/1/2022,WZ08-47792,Retail sale in second-hand bookstores in stores,20.5
15361,6/1/2022,WZ08-4711,Retail sale in non-spec. stores with food etc.,127.7
15362,6/1/2022,WZ08-4711-02,Retail sale of food,127
15363,6/1/2022,WZ08-4751-02,"Retail sale of textiles	clothing	footwear	leather",104.3
15364,6/1/2022,WZ08-4723,"Retail sale of fish	 crustaceans and molluscs",132.5
15365,6/1/2022,WZ08-4771,Retail sale of clothing,101.6
15366,6/1/2022,WZ08-4730,Retail sale of automotive fuel,173
15367,6/1/2022,WZ08-47791,Retail sale of antiques and antique rugs in stores,58
15368,6/1/2022,WZ08-47301,Retail sale on behalf of others of automotive fuel,146.7
15369,6/1/2022,WZ08-471-01,Retail trade in-store,125.8
15370,6/1/2022,WZ08-4719-01,Retail sale of non-food (incl. markets of food),131.7
15371,6/1/2022,WZ08-4711-01,"Retail sale of food	 except retail sale via stalls",127
15372,6/1/2022,WZ08-4751-01,"Retail sale of textiles	 clothing and footwear",103
15373,6/1/2022,WZ08-474-01,"Retail sale of furniture	 HiFi and IT",111.9
15374,6/1/2022,WZ08-4722,Retail sale of meat and meat products,111.1
15375,6/1/2022,WZ08-4754,Retail sale of electrical household appliances,111.1
15376,6/1/2022,WZ08-4752,"Retail sale of hardware	 paints and glass",139
15377,6/1/2022,WZ08-4729,Other retail sale of food,127.9
15378,6/1/2022,WZ08-4753,"Retail sale of carpets	 rugs	 wall a. floor cover.",114.3
15379,6/1/2022,WZ08-4775,Retail sale of cosmetic and toilet articles,136.8
15380,6/1/2022,WZ08-471-04,"Retail trade	 except retail sale of fuels",129.4
15381,6/1/2022,WZ08-4763,Retail sale of music and video recordings,84.8
15382,6/1/2022,WZ08-4773,Dispensing chemist,141.2
15383,6/1/2022,WZ08-4726,Retail sale of tobacco products,121.3
15384,6/1/2022,WZ08-47782,"Retail sale of photographic	 optical equip. etc.",128
15385,6/1/2022,WZ08-4799,"Other retail sale not in stores	 stalls or markets",142.7
15386,6/1/2022,WZ08-47762,"Retail sale of live animals	 animal food etc.",141.3
15387,6/1/2022,WZ08-4724,"Retail sale of bread	cakes	flour a. sugar confect.",82.6
15388,6/1/2022,WZ08-47599,Retail sale of household articles n.e.c.,97.5
15389,6/1/2022,WZ08-471-02,Retail trade in the traditional sense,110.4
15390,7/1/2022,WZ08-478,Retail sale via stalls and markets,115.2
15391,7/1/2022,WZ08-4726,Retail sale of tobacco products,123
15392,7/1/2022,WZ08-47799,Retail sale of other second-hand goods in stores,124.4
15393,7/1/2022,WZ08-4799,"Other retail sale not in stores	 stalls or markets",164.3
15394,7/1/2022,WZ08-4763,Retail sale of music and video recordings,91.2
15395,7/1/2022,WZ08-4719-02,Retail sale of non-food,136
15396,7/1/2022,WZ08-47789,Other retail sale of new goods,152.5
15397,7/1/2022,WZ08-4778,Other retail sale of new goods,149.6
15398,7/1/2022,WZ08-471-02,Retail trade in the traditional sense,112.7
15399,7/1/2022,WZ08-471,Retail sale in non-specialised stores,128.8
15400,7/1/2022,WZ08-4723,"Retail sale of fish	 crustaceans and molluscs",138.9
15401,7/1/2022,WZ08-47302,Retail sale of private-brand automotive fuel,190.2
15402,7/1/2022,WZ08-4754,Retail sale of electrical household appliances,120.8
15403,7/1/2022,WZ08-4752,"Retail sale of hardware	 paints and glass",135.1
15404,7/1/2022,WZ08-4711,Retail sale in non-spec. stores with food etc.,130.8
15405,7/1/2022,WZ08-4773,Dispensing chemist,141.4
15406,7/1/2022,WZ08-4764,Retail sale of sporting equipment,216.5
15407,7/1/2022,WZ08-47911,"Retail sale of textiles etc. v.mail order	Internet",131.5
15408,7/1/2022,WZ08-4751-01,"Retail sale of textiles	 clothing and footwear",103.4
15409,7/1/2022,WZ08-4759,"Retail sale of furniture	 lighting equipment etc.",107.7
15410,7/1/2022,WZ08-474-01,"Retail sale of furniture	 HiFi and IT",114.5
15411,7/1/2022,WZ08-4741,"Retail sale of computers	peripheral units	software",111.1
15412,7/1/2022,WZ08-4729,Other retail sale of food,127.4
15413,7/1/2022,WZ08-47521,Retail sale of hardware and plastic products,150.4
15414,7/1/2022,WZ08-4752-01,"Retail sale of furniture	furnishings	hh.equip.etc.",119.8
15415,7/1/2022,WZ08-47991,Retail sale of fuels from stock,198.5
15416,7/1/2022,WZ08-477,Retail sale of other goods,132.6
15417,7/1/2022,WZ08-4724,"Retail sale of bread	cakes	flour a. sugar confect.",87.4
15418,7/1/2022,WZ08-47591,Retail sale of furniture,109.1
15419,7/1/2022,WZ08-47781,Activities of opticians,126.3
15420,7/1/2022,WZ08-4772,Retail sale of footwear and leather goods,114.6
15421,7/1/2022,WZ08-47999,Other retail sale not in stores n.e.c.,106.9
15422,7/1/2022,WZ08-47641,"Retail sale of bicycles	 their parts and access.",272.9
15423,7/1/2022,WZ08-479,"Retail trade not in stores	 stalls or markets",178
15424,7/1/2022,WZ08-471-01,Retail trade in-store,128.5
15425,7/1/2022,WZ08-47721,Retail sale of footwear,106.2
15426,7/1/2022,WZ08-4781,"Retail sale via stalls	 markets of food	bev.	tob.",119.1
15427,7/1/2022,WZ08-47192,Retail sale in non-spec.stores with non-food pred.,95.2
15428,7/1/2022,WZ08-4782,"Retail sale v.stalls	markets of text.	cloth.	foot.",110.2
15429,7/1/2022,WZ08-47592,Retail sale of china and glassware,89.1
15430,7/1/2022,WZ08-4789,Retail sale via stalls and markets of other goods,92.9
15431,7/1/2022,WZ08-4719-01,Retail sale of non-food (incl. markets of food),134.6
15432,7/1/2022,WZ08-472,"Retail sale of food	 beverages and tobacco",123.8
15433,7/1/2022,WZ08-47-02,"Retail trade	 except motor trade and sale of fuel",132.7
15434,7/1/2022,WZ08-47112,Other retail sale in non-spec.stores with food etc,96.2
15435,7/1/2022,WZ08-4776,"Retail sale of flowers	plants	seeds	fertil.	anim.",124.8
15436,7/1/2022,WZ08-47622,"Retail sale of stationery	school a.office supplies",90.1
15437,7/1/2022,WZ08-4777,Retail sale of watches and jewellery,119
15438,7/1/2022,WZ08-4773-01,"Dispensing chemist	retail sale of medic. goods etc",145.2
15439,7/1/2022,WZ08-4751,Retail sale of textiles,110.5
15440,7/1/2022,WZ08-4762,Retail sale of newspapers and stationery,96.6
15441,7/1/2022,WZ08-4730,Retail sale of automotive fuel,169.7
15442,7/1/2022,WZ08-473,Retail sale of automotive fuel,169.7
15443,7/1/2022,WZ08-47301,Retail sale on behalf of others of automotive fuel,143.5
15444,7/1/2022,WZ08-47621,"Retail sale of newspapers	 journals	 periodicals",102.8
15445,7/1/2022,WZ08-47111,"Retail sale of food	bev.	tob. in non-spec. stores",136.8
15446,7/1/2022,WZ08-47599,Retail sale of household articles n.e.c.,99.6
15447,7/1/2022,WZ08-471-04,"Retail trade	 except retail sale of fuels",132.1
15448,7/1/2022,WZ08-4722,Retail sale of meat and meat products,112.2
15449,7/1/2022,WZ08-47791,Retail sale of antiques and antique rugs in stores,118.2
15450,7/1/2022,WZ08-4753,"Retail sale of carpets	 rugs	 wall a. floor cover.",119.7
15451,7/1/2022,WZ08-475,Retail sale of other household equipment,119.1
15452,7/1/2022,WZ08-4779,Retail sale of second-hand goods in stores,123
15453,7/1/2022,WZ08-4725,Retail sale of beverages,144.9
15454,7/1/2022,WZ08-4711-01,"Retail sale of food	 except retail sale via stalls",130
15455,7/1/2022,WZ08-471-03,Retail trade in its more narrow definition,130.7
15456,7/1/2022,WZ08-4775,Retail sale of cosmetic and toilet articles,144.6
15457,7/1/2022,WZ08-47919,Other retail sale v. mail order houses or Internet,201.6
15458,7/1/2022,WZ08-47722,Retail sale of leather goods and luggage,182.7
15459,7/1/2022,WZ08-45-01,Motor trade and retail trade,115.2
15460,7/1/2022,WZ08-4743,Retail sale of audio and video equipment,91.4
15461,7/1/2022,WZ08-47,"Retail trade	 except motor vehicles a. motorcycles",133.6
15462,7/1/2022,WZ08-4711-02,Retail sale of food,129.9
15463,7/1/2022,WZ08-4771,Retail sale of clothing,102.3
15464,7/1/2022,WZ08-4721,Retail sale of fruit and vegetables,138.9
15465,7/1/2022,WZ08-47762,"Retail sale of live animals	 animal food etc.",155
15466,7/1/2022,WZ08-4743-01,"Retail sale of furnishings	 household equip. etc.",114.5
15467,7/1/2022,WZ08-4751-02,"Retail sale of textiles	clothing	footwear	leather",105.1
15468,7/1/2022,WZ08-47782,"Retail sale of photographic	 optical equip. etc.",129
15469,7/1/2022,WZ08-47783,"Retail sale of art	pictures	craftwork	stamps etc.",210.6
15470,7/1/2022,WZ08-47191,Retail sale in non-specialised stores (ex. food),139.1
15471,7/1/2022,WZ08-4719,Other retail sale in non-specialised stores,105.9
15472,7/1/2022,WZ08-47642,Retail sale of sports a. camping goods (ex. camp.),175.1
15473,7/1/2022,WZ08-4791,Retail sale via mail order houses or via Internet,181.4
15474,7/1/2022,WZ08-474,Retail sale of information a. communication equip.,99.1
15475,7/1/2022,WZ08-4742,Retail sale of telecommunications equipment,111.3
15476,7/1/2022,WZ08-4761,Retail sale of books,73.5
15477,7/1/2022,WZ08-47761,"Retail sale of flowers	 plants	 seeds	 fertilisers",109.2
15478,7/1/2022,WZ08-47593,Retail sale of musical instruments and scores,83.7
15479,7/1/2022,WZ08-4774,Retail sale of medical and orthopaedic goods,125
15480,7/1/2022,WZ08-47523,"Retail sale of paints	varnishes	building material",132.9
15481,7/1/2022,WZ08-4741-01,Retail sale of books and stationery,137.8
15482,7/1/2022,WZ08-47792,Retail sale in second-hand bookstores in stores,38.4
15483,7/1/2022,WZ08-476,Retail sale of cultural and recreation goods,154.8
15484,7/1/2022,WZ08-4765,Retail sale of games and toys,101.9
15485,8/1/2022,WZ08-471-03,Retail trade in its more narrow definition,127.8
15486,8/1/2022,WZ08-4773,Dispensing chemist,139.9
15487,8/1/2022,WZ08-4773-01,"Dispensing chemist	retail sale of medic. goods etc",144.8
15488,8/1/2022,WZ08-474-01,"Retail sale of furniture	 HiFi and IT",111.8
15489,8/1/2022,WZ08-4759,"Retail sale of furniture	 lighting equipment etc.",106
15490,8/1/2022,WZ08-45-01,Motor trade and retail trade,113.7
15491,8/1/2022,WZ08-47991,Retail sale of fuels from stock,213
15492,8/1/2022,WZ08-471-04,"Retail trade	 except retail sale of fuels",129.2
15493,8/1/2022,WZ08-47591,Retail sale of furniture,107.1
15494,8/1/2022,WZ08-479,"Retail trade not in stores	 stalls or markets",175.8
15495,8/1/2022,WZ08-4721,Retail sale of fruit and vegetables,119.1
15496,8/1/2022,WZ08-4765,Retail sale of games and toys,102.1
15497,8/1/2022,WZ08-471-02,Retail trade in the traditional sense,110.2
15498,8/1/2022,WZ08-47781,Activities of opticians,128.8
15499,8/1/2022,WZ08-471-01,Retail trade in-store,126
15500,8/1/2022,WZ08-4752,"Retail sale of hardware	 paints and glass",129
15501,8/1/2022,WZ08-4772,Retail sale of footwear and leather goods,116.5
15502,8/1/2022,WZ08-47,"Retail trade	 except motor vehicles a. motorcycles",131.1
15503,8/1/2022,WZ08-47112,Other retail sale in non-spec.stores with food etc,93.5
15504,8/1/2022,WZ08-4752-01,"Retail sale of furniture	furnishings	hh.equip.etc.",116
15505,8/1/2022,WZ08-4743-01,"Retail sale of furnishings	 household equip. etc.",111.9
15506,8/1/2022,WZ08-47919,Other retail sale v. mail order houses or Internet,194.4
15507,8/1/2022,WZ08-475,Retail sale of other household equipment,115.4
15508,8/1/2022,WZ08-4781,"Retail sale via stalls	 markets of food	bev.	tob.",113.1
15509,8/1/2022,WZ08-4782,"Retail sale v.stalls	markets of text.	cloth.	foot.",120.8
15510,8/1/2022,WZ08-4774,Retail sale of medical and orthopaedic goods,126.2
15511,8/1/2022,WZ08-47523,"Retail sale of paints	varnishes	building material",126.9
15512,8/1/2022,WZ08-47642,Retail sale of sports a. camping goods (ex. camp.),160.8
15513,8/1/2022,WZ08-4719-02,Retail sale of non-food,134.3
15514,8/1/2022,WZ08-4751-02,"Retail sale of textiles	clothing	footwear	leather",99
15515,8/1/2022,WZ08-47762,"Retail sale of live animals	 animal food etc.",157.6
15516,8/1/2022,WZ08-4764,Retail sale of sporting equipment,204.7
15517,8/1/2022,WZ08-47783,"Retail sale of art	pictures	craftwork	stamps etc.",178.9
15518,8/1/2022,WZ08-47191,Retail sale in non-specialised stores (ex. food),140.5
15519,8/1/2022,WZ08-4775,Retail sale of cosmetic and toilet articles,145.5
15520,8/1/2022,WZ08-4742,Retail sale of telecommunications equipment,105.5
15521,8/1/2022,WZ08-4730,Retail sale of automotive fuel,176
